"hu_type","w_q1r","w_q1o","w_q2r","w_q2o","w_q3r","w_q3o","w_q4r","w_q4o","w_q1","w_q2","w_q3","w_q4","w_q1_q2","w_all"
"total",0.350546297340741,0.332708424691996,0.27948535757791,0.253,0.190957065967259,0.188,0.102,0.11,0.343781547211626,0.266630259960279,0.189214278787013,0.10768611326995,0.312289378549277,0.221176269108098
