"hu_type","w_q1r","w_q1o","w_q2r","w_q2o","w_q3r","w_q3o","w_q4r","w_q4o","w_q1","w_q2","w_q3","w_q4","w_q1_q2","w_all"
"total",0.557343862259451,0.55,0.26778411931034,0.258,0.191982346280934,0.194,0.108,0.118,0.554691701663203,0.262992737355727,0.193220028788289,0.115452325188596,0.435623915371104,0.283392308829989
